Transaction ID,Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
1080,383,32,Eye Care,40,2024-07-10
1081,277,1,Cleansers,20,2024-08-26
1081,277,45,Sensitive Skin Treatment,25,2024-08-26
1082,470,33,Eye Care,25,2024-04-06
1082,470,34,Lip Care,5,2024-04-06
1082,470,44,Sensitive Skin Treatment,25,2024-04-06
1082,470,35,Lip Care,15,2024-04-06
1082,470,32,Eye Care,40,2024-04-06
1083,96,39,Acne Treatment,35,2024-07-03
1083,96,36,Lip Care,20,2024-07-03
1083,96,44,Sensitive Skin Treatment,25,2024-07-03
1083,96,5,Cleansers,25,2024-07-03
1083,96,45,Sensitive Skin Treatment,25,2024-07-03
1084,344,5,Cleansers,25,2024-11-29
1084,344,36,Lip Care,20,2024-11-29
1084,344,2,Cleansers,15,2024-11-29
1084,344,32,Eye Care,40,2024-11-29
1085,85,18,Moisturizers,30,2024-10-30
1085,85,5,Cleansers,25,2024-10-30
1085,85,22,Moisturizers,40,2024-10-30
1085,85,19,Moisturizers,25,2024-10-30
1086,61,1,Cleansers,20,2024-06-08
1086,61,46,Skin Repair & Healing,20,2024-06-08
1087,3,35,Lip Care,15,2024-02-25
1087,3,4,Cleansers,20,2024-02-25
1087,3,22,Moisturizers,40,2024-02-25
1087,3,36,Lip Care,20,2024-02-25
1087,3,19,Moisturizers,25,2024-02-25
1088,356,33,Eye Care,25,2025-01-18
1088,356,1,Cleansers,20,2025-01-18
1089,474,44,Sensitive Skin Treatment,25,2024-01-04
1089,474,31,Eye Care,55,2024-01-04
1089,474,44,Sensitive Skin Treatment,25,2024-01-04
1089,474,19,Moisturizers,25,2024-01-04
1089,474,21,Moisturizers,35,2024-01-04
1090,125,35,Lip Care,15,2024-10-01
1090,125,18,Moisturizers,30,2024-10-01
1090,125,44,Sensitive Skin Treatment,25,2024-10-01
1090,125,1,Cleansers,20,2024-10-01
1091,96,3,Cleansers,20,2024-02-08
1091,96,4,Cleansers,20,2024-02-08
1092,120,4,Cleansers,20,2024-04-15
1092,120,49,Pore Care,35,2024-04-15
1092,120,34,Lip Care,5,2024-04-15
1092,120,50,Pore Care,20,2024-04-15
1092,120,35,Lip Care,15,2024-04-15
1093,482,3,Cleansers,20,2024-11-06
1093,482,32,Eye Care,40,2024-11-06
1093,482,22,Moisturizers,40,2024-11-06
1093,482,36,Lip Care,20,2024-11-06
1094,467,21,Moisturizers,35,2024-01-27
1094,467,34,Lip Care,5,2024-01-27
1094,467,3,Cleansers,20,2024-01-27
1095,298,44,Sensitive Skin Treatment,25,2025-01-29
1095,298,36,Lip Care,20,2025-01-29
1095,298,3,Cleansers,20,2025-01-29
1096,10,20,Moisturizers,30,2024-10-22
1096,10,40,Acne Treatment,35,2024-10-22
1096,10,22,Moisturizers,40,2024-10-22
1097,114,18,Moisturizers,30,2024-11-03
1097,114,3,Cleansers,20,2024-11-03
1097,114,36,Lip Care,20,2024-11-03
1098,44,1,Cleansers,20,2024-06-22
1098,44,3,Cleansers,20,2024-06-22
1098,44,19,Moisturizers,25,2024-06-22
1098,44,40,Acne Treatment,35,2024-06-22
1098,44,18,Moisturizers,30,2024-06-22
1099,134,45,Sensitive Skin Treatment,25,2024-09-02
1099,134,47,Skin Repair & Healing,25,2024-09-02
1100,359,21,Moisturizers,35,2024-07-29
1100,359,35,Lip Care,15,2024-07-29
1101,249,35,Lip Care,15,2025-01-17
1101,249,21,Moisturizers,35,2025-01-17
1102,362,2,Cleansers,15,2024-07-01
1102,362,33,Eye Care,25,2024-07-01
1102,362,35,Lip Care,15,2024-07-01
1103,301,18,Moisturizers,30,2024-03-06
1103,301,45,Sensitive Skin Treatment,25,2024-03-06
1103,301,50,Pore Care,20,2024-03-06
1103,301,31,Eye Care,55,2024-03-06
1103,301,35,Lip Care,15,2024-03-06
1104,493,22,Moisturizers,40,2024-07-29
1104,493,1,Cleansers,20,2024-07-29
1104,493,32,Eye Care,40,2024-07-29
1105,342,50,Pore Care,20,2024-06-21
1105,342,33,Eye Care,25,2024-06-21
1105,342,32,Eye Care,40,2024-06-21
1105,342,3,Cleansers,20,2024-06-21
1105,342,31,Eye Care,55,2024-06-21
1106,249,35,Lip Care,15,2024-01-04
1106,249,4,Cleansers,20,2024-01-04
1107,47,36,Lip Care,20,2024-03-22
1107,47,2,Cleansers,15,2024-03-22
1107,47,1,Cleansers,20,2024-03-22
1108,456,32,Eye Care,40,2024-10-27
1108,456,32,Eye Care,40,2024-10-27
1109,329,2,Cleansers,15,2024-04-01
1109,329,33,Eye Care,25,2024-04-01
1109,329,44,Sensitive Skin Treatment,25,2024-04-01
1109,329,36,Lip Care,20,2024-04-01
1110,99,2,Cleansers,15,2025-01-21
1110,99,19,Moisturizers,25,2025-01-21
1110,99,22,Moisturizers,40,2025-01-21
1111,318,22,Moisturizers,40,2024-01-16
1111,318,33,Eye Care,25,2024-01-16
1111,318,34,Lip Care,5,2024-01-16
1112,488,44,Sensitive Skin Treatment,25,2024-01-31
1112,488,19,Moisturizers,25,2024-01-31
1112,488,34,Lip Care,5,2024-01-31
1112,488,1,Cleansers,20,2024-01-31
1113,167,40,Acne Treatment,35,2024-07-16
1113,167,22,Moisturizers,40,2024-07-16
1113,167,45,Sensitive Skin Treatment,25,2024-07-16
1113,167,2,Cleansers,15,2024-07-16
1113,167,20,Moisturizers,30,2024-07-16
1114,305,35,Lip Care,15,2024-02-07
1114,305,31,Eye Care,55,2024-02-07
1114,305,20,Moisturizers,30,2024-02-07
1114,305,50,Pore Care,20,2024-02-07
1115,333,32,Eye Care,40,2024-04-28
1115,333,31,Eye Care,55,2024-04-28
1116,180,21,Moisturizers,35,2024-01-23
1116,180,40,Acne Treatment,35,2024-01-23
1117,125,45,Sensitive Skin Treatment,25,2024-05-14
1117,125,4,Cleansers,20,2024-05-14
1117,125,2,Cleansers,15,2024-05-14
1117,125,44,Sensitive Skin Treatment,25,2024-05-14
1117,125,20,Moisturizers,30,2024-05-14
1118,230,31,Eye Care,55,2024-01-16
1118,230,36,Lip Care,20,2024-01-16
1118,230,20,Moisturizers,30,2024-01-16
1118,230,34,Lip Care,5,2024-01-16
1118,230,19,Moisturizers,25,2024-01-16
1119,266,4,Cleansers,20,2024-09-04
1119,266,1,Cleansers,20,2024-09-04
1119,266,44,Sensitive Skin Treatment,25,2024-09-04
1119,266,50,Pore Care,20,2024-09-04
1120,102,22,Moisturizers,40,2025-01-27
1120,102,3,Cleansers,20,2025-01-27
1120,102,21,Moisturizers,35,2025-01-27
1121,46,40,Acne Treatment,35,2025-02-10
1121,46,47,Skin Repair & Healing,25,2025-02-10
1121,46,20,Moisturizers,30,2025-02-10
1121,46,21,Moisturizers,35,2025-02-10
1122,32,40,Acne Treatment,35,2024-02-11
1122,32,34,Lip Care,5,2024-02-11
1122,32,47,Skin Repair & Healing,25,2024-02-11
1123,250,32,Eye Care,40,2024-09-20
1123,250,5,Cleansers,25,2024-09-20
1123,250,44,Sensitive Skin Treatment,25,2024-09-20
1124,282,31,Eye Care,55,2024-07-23
1124,282,5,Cleansers,25,2024-07-23
1125,443,2,Cleansers,15,2024-05-21
1125,443,22,Moisturizers,40,2024-05-21
1126,171,5,Cleansers,25,2024-04-07
1126,171,45,Sensitive Skin Treatment,25,2024-04-07
1126,171,39,Acne Treatment,35,2024-04-07
1126,171,1,Cleansers,20,2024-04-07
1126,171,21,Moisturizers,35,2024-04-07
1127,9,22,Moisturizers,40,2024-10-27
1127,9,44,Sensitive Skin Treatment,25,2024-10-27
1127,9,4,Cleansers,20,2024-10-27
1127,9,47,Skin Repair & Healing,25,2024-10-27
1128,440,45,Sensitive Skin Treatment,25,2024-08-22
1128,440,5,Cleansers,25,2024-08-22
1128,440,44,Sensitive Skin Treatment,25,2024-08-22
1128,440,35,Lip Care,15,2024-08-22
1128,440,4,Cleansers,20,2024-08-22
1129,147,45,Sensitive Skin Treatment,25,2024-01-24
1129,147,20,Moisturizers,30,2024-01-24
1129,147,46,Skin Repair & Healing,20,2024-01-24
1130,313,45,Sensitive Skin Treatment,25,2025-02-01
1130,313,21,Moisturizers,35,2025-02-01
1130,313,20,Moisturizers,30,2025-02-01
1130,313,32,Eye Care,40,2025-02-01
1130,313,1,Cleansers,20,2025-02-01
1131,94,22,Moisturizers,40,2025-01-03
1131,94,5,Cleansers,25,2025-01-03
1131,94,40,Acne Treatment,35,2025-01-03
1131,94,18,Moisturizers,30,2025-01-03
1131,94,4,Cleansers,20,2025-01-03
1132,11,4,Cleansers,20,2024-06-15
1132,11,39,Acne Treatment,35,2024-06-15
1132,11,22,Moisturizers,40,2024-06-15
1132,11,47,Skin Repair & Healing,25,2024-06-15
1132,11,2,Cleansers,15,2024-06-15
1133,89,34,Lip Care,5,2024-02-09
1133,89,19,Moisturizers,25,2024-02-09
1134,499,32,Eye Care,40,2024-10-28
1134,499,18,Moisturizers,30,2024-10-28
1134,499,2,Cleansers,15,2024-10-28
1134,499,20,Moisturizers,30,2024-10-28
1135,116,1,Cleansers,20,2024-06-25
1135,116,40,Acne Treatment,35,2024-06-25
1135,116,4,Cleansers,20,2024-06-25
1136,416,22,Moisturizers,40,2024-10-30
1136,416,44,Sensitive Skin Treatment,25,2024-10-30
1136,416,34,Lip Care,5,2024-10-30
1136,416,20,Moisturizers,30,2024-10-30
1136,416,36,Lip Care,20,2024-10-30
1137,484,36,Lip Care,20,2024-07-25
1137,484,45,Sensitive Skin Treatment,25,2024-07-25
1137,484,3,Cleansers,20,2024-07-25
1138,247,21,Moisturizers,35,2024-10-20
1138,247,49,Pore Care,35,2024-10-20
1138,247,22,Moisturizers,40,2024-10-20
1139,283,44,Sensitive Skin Treatment,25,2024-03-14
1139,283,1,Cleansers,20,2024-03-14
1140,148,44,Sensitive Skin Treatment,25,2024-03-21
1140,148,21,Moisturizers,35,2024-03-21
1140,148,34,Lip Care,5,2024-03-21
1140,148,5,Cleansers,25,2024-03-21
1141,297,45,Sensitive Skin Treatment,25,2024-02-10
1141,297,33,Eye Care,25,2024-02-10
1141,297,3,Cleansers,20,2024-02-10
1141,297,21,Moisturizers,35,2024-02-10
1142,432,45,Sensitive Skin Treatment,25,2024-09-15
1142,432,4,Cleansers,20,2024-09-15
1143,349,50,Pore Care,20,2024-12-22
1143,349,19,Moisturizers,25,2024-12-22
1144,194,36,Lip Care,20,2024-12-15
1144,194,45,Sensitive Skin Treatment,25,2024-12-15
1144,194,20,Moisturizers,30,2024-12-15
1144,194,4,Cleansers,20,2024-12-15
1144,194,18,Moisturizers,30,2024-12-15
1145,219,45,Sensitive Skin Treatment,25,2024-12-05
1145,219,31,Eye Care,55,2024-12-05
1145,219,19,Moisturizers,25,2024-12-05
1145,219,1,Cleansers,20,2024-12-05
1145,219,35,Lip Care,15,2024-12-05
1146,323,3,Cleansers,20,2024-07-23
1146,323,50,Pore Care,20,2024-07-23
1146,323,45,Sensitive Skin Treatment,25,2024-07-23
1146,323,44,Sensitive Skin Treatment,25,2024-07-23
1147,423,33,Eye Care,25,2024-06-02
1147,423,36,Lip Care,20,2024-06-02
1147,423,35,Lip Care,15,2024-06-02
1148,212,32,Eye Care,40,2024-03-14
1148,212,33,Eye Care,25,2024-03-14
1148,212,3,Cleansers,20,2024-03-14
1149,347,3,Cleansers,20,2024-05-01
1149,347,45,Sensitive Skin Treatment,25,2024-05-01
1149,347,19,Moisturizers,25,2024-05-01
1150,220,44,Sensitive Skin Treatment,25,2024-05-12
1150,220,35,Lip Care,15,2024-05-12
1150,220,32,Eye Care,40,2024-05-12
1151,415,34,Lip Care,5,2024-01-17
1151,415,32,Eye Care,40,2024-01-17
1152,105,18,Moisturizers,30,2024-06-09
1152,105,4,Cleansers,20,2024-06-09
1152,105,44,Sensitive Skin Treatment,25,2024-06-09
1152,105,36,Lip Care,20,2024-06-09
1153,133,45,Sensitive Skin Treatment,25,2024-07-13
1153,133,44,Sensitive Skin Treatment,25,2024-07-13
1153,133,45,Sensitive Skin Treatment,25,2024-07-13
1154,483,32,Eye Care,40,2024-11-19
1154,483,1,Cleansers,20,2024-11-19
1155,185,35,Lip Care,15,2024-07-01
1155,185,20,Moisturizers,30,2024-07-01
1155,185,34,Lip Care,5,2024-07-01
1155,185,19,Moisturizers,25,2024-07-01
1155,185,5,Cleansers,25,2024-07-01
1156,11,36,Lip Care,20,2024-05-13
1156,11,46,Skin Repair & Healing,20,2024-05-13
1156,11,47,Skin Repair & Healing,25,2024-05-13
1156,11,2,Cleansers,15,2024-05-13
1156,11,4,Cleansers,20,2024-05-13
1157,58,35,Lip Care,15,2024-03-18
1157,58,19,Moisturizers,25,2024-03-18
1157,58,3,Cleansers,20,2024-03-18
1157,58,47,Skin Repair & Healing,25,2024-03-18
1158,118,36,Lip Care,20,2024-10-11
1158,118,20,Moisturizers,30,2024-10-11
1158,118,22,Moisturizers,40,2024-10-11
1158,118,4,Cleansers,20,2024-10-11
1158,118,19,Moisturizers,25,2024-10-11
1159,410,45,Sensitive Skin Treatment,25,2024-10-05
1159,410,36,Lip Care,20,2024-10-05
1159,410,20,Moisturizers,30,2024-10-05
1159,410,45,Sensitive Skin Treatment,25,2024-10-05
1159,410,35,Lip Care,15,2024-10-05
1160,461,44,Sensitive Skin Treatment,25,2024-12-04
1160,461,2,Cleansers,15,2024-12-04
1161,151,20,Moisturizers,30,2024-09-25
1161,151,34,Lip Care,5,2024-09-25
1162,494,3,Cleansers,20,2024-07-17
1162,494,35,Lip Care,15,2024-07-17
1163,421,45,Sensitive Skin Treatment,25,2024-11-07
1163,421,35,Lip Care,15,2024-11-07
1163,421,34,Lip Care,5,2024-11-07
1164,173,22,Moisturizers,40,2024-02-15
1164,173,35,Lip Care,15,2024-02-15
1164,173,49,Pore Care,35,2024-02-15
1164,173,50,Pore Care,20,2024-02-15
1165,482,1,Cleansers,20,2024-03-28
1165,482,34,Lip Care,5,2024-03-28
1165,482,44,Sensitive Skin Treatment,25,2024-03-28
1166,80,21,Moisturizers,35,2024-04-05
1166,80,39,Acne Treatment,35,2024-04-05
1167,163,34,Lip Care,5,2024-05-06
1167,163,35,Lip Care,15,2024-05-06
1167,163,22,Moisturizers,40,2024-05-06
1167,163,21,Moisturizers,35,2024-05-06
1168,186,5,Cleansers,25,2024-11-03
1168,186,19,Moisturizers,25,2024-11-03
1168,186,39,Acne Treatment,35,2024-11-03
1169,56,46,Skin Repair & Healing,20,2024-04-19
1169,56,36,Lip Care,20,2024-04-19
1169,56,47,Skin Repair & Healing,25,2024-04-19
1169,56,19,Moisturizers,25,2024-04-19
1169,56,5,Cleansers,25,2024-04-19
1170,459,34,Lip Care,5,2024-02-19
1170,459,5,Cleansers,25,2024-02-19
1171,415,32,Eye Care,40,2024-12-21
1171,415,35,Lip Care,15,2024-12-21
1171,415,2,Cleansers,15,2024-12-21
1171,415,20,Moisturizers,30,2024-12-21
1172,202,44,Sensitive Skin Treatment,25,2024-09-13
1172,202,50,Pore Care,20,2024-09-13
1172,202,21,Moisturizers,35,2024-09-13
1172,202,19,Moisturizers,25,2024-09-13
1173,268,3,Cleansers,20,2025-02-16
1173,268,22,Moisturizers,40,2025-02-16
1174,324,5,Cleansers,25,2024-01-31
1174,324,20,Moisturizers,30,2024-01-31
1174,324,45,Sensitive Skin Treatment,25,2024-01-31
1174,324,3,Cleansers,20,2024-01-31
1174,324,31,Eye Care,55,2024-01-31
1175,492,44,Sensitive Skin Treatment,25,2024-02-18
1175,492,35,Lip Care,15,2024-02-18
1175,492,22,Moisturizers,40,2024-02-18
1175,492,32,Eye Care,40,2024-02-18
1176,129,2,Cleansers,15,2024-01-25
1176,129,21,Moisturizers,35,2024-01-25
1177,310,45,Sensitive Skin Treatment,25,2024-11-02
1177,310,49,Pore Care,35,2024-11-02
1177,310,34,Lip Care,5,2024-11-02
1177,310,36,Lip Care,20,2024-11-02
1177,310,50,Pore Care,20,2024-11-02
1178,297,49,Pore Care,35,2024-05-26
1178,297,5,Cleansers,25,2024-05-26
1178,297,20,Moisturizers,30,2024-05-26
1178,297,45,Sensitive Skin Treatment,25,2024-05-26
1179,271,20,Moisturizers,30,2024-01-24
1179,271,1,Cleansers,20,2024-01-24
1179,271,36,Lip Care,20,2024-01-24
1179,271,4,Cleansers,20,2024-01-24
1179,271,2,Cleansers,15,2024-01-24
1180,127,19,Moisturizers,25,2024-05-26
1180,127,3,Cleansers,20,2024-05-26
1181,9,44,Sensitive Skin Treatment,25,2024-11-19
1181,9,34,Lip Care,5,2024-11-19
1182,236,32,Eye Care,40,2024-08-20
1182,236,1,Cleansers,20,2024-08-20
1182,236,31,Eye Care,55,2024-08-20
1182,236,45,Sensitive Skin Treatment,25,2024-08-20
1183,246,36,Lip Care,20,2024-09-07
1183,246,31,Eye Care,55,2024-09-07
1183,246,34,Lip Care,5,2024-09-07
1183,246,35,Lip Care,15,2024-09-07
1183,246,19,Moisturizers,25,2024-09-07
1184,349,33,Eye Care,25,2024-12-31
1184,349,2,Cleansers,15,2024-12-31
1184,349,1,Cleansers,20,2024-12-31
1184,349,50,Pore Care,20,2024-12-31
1185,437,31,Eye Care,55,2024-11-01
1185,437,45,Sensitive Skin Treatment,25,2024-11-01
1185,437,20,Moisturizers,30,2024-11-01
1185,437,3,Cleansers,20,2024-11-01
1185,437,36,Lip Care,20,2024-11-01
1186,275,44,Sensitive Skin Treatment,25,2024-04-07
1186,275,34,Lip Care,5,2024-04-07
1186,275,21,Moisturizers,35,2024-04-07
1186,275,49,Pore Care,35,2024-04-07
1187,29,4,Cleansers,20,2024-09-14
1187,29,46,Skin Repair & Healing,20,2024-09-14
1187,29,47,Skin Repair & Healing,25,2024-09-14
1188,103,4,Cleansers,20,2024-09-22
1188,103,20,Moisturizers,30,2024-09-22
1188,103,5,Cleansers,25,2024-09-22
1188,103,36,Lip Care,20,2024-09-22
1189,44,19,Moisturizers,25,2024-07-19
1189,44,36,Lip Care,20,2024-07-19
1189,44,22,Moisturizers,40,2024-07-19
1189,44,3,Cleansers,20,2024-07-19
1189,44,48,Skin Repair & Healing,20,2024-07-19
1190,5,3,Cleansers,20,2024-04-30
1190,5,21,Moisturizers,35,2024-04-30
1190,5,47,Skin Repair & Healing,25,2024-04-30
1191,346,45,Sensitive Skin Treatment,25,2025-02-18
1191,346,21,Moisturizers,35,2025-02-18
1191,346,45,Sensitive Skin Treatment,25,2025-02-18
1192,167,39,Acne Treatment,35,2024-08-04
1192,167,45,Sensitive Skin Treatment,25,2024-08-04
1192,167,20,Moisturizers,30,2024-08-04
1192,167,5,Cleansers,25,2024-08-04
1193,220,3,Cleansers,20,2024-04-10
1193,220,20,Moisturizers,30,2024-04-10
1194,128,18,Moisturizers,30,2025-01-26
1194,128,3,Cleansers,20,2025-01-26
1194,128,45,Sensitive Skin Treatment,25,2025-01-26
1195,340,19,Moisturizers,25,2024-05-09
1195,340,36,Lip Care,20,2024-05-09
1196,64,19,Moisturizers,25,2025-01-17
1196,64,4,Cleansers,20,2025-01-17
1196,64,46,Skin Repair & Healing,20,2025-01-17
1196,64,5,Cleansers,25,2025-01-17
1197,113,22,Moisturizers,40,2024-01-21
1197,113,39,Acne Treatment,35,2024-01-21
1197,113,40,Acne Treatment,35,2024-01-21
1197,113,35,Lip Care,15,2024-01-21
1198,138,44,Sensitive Skin Treatment,25,2024-05-03
1198,138,35,Lip Care,15,2024-05-03
1198,138,22,Moisturizers,40,2024-05-03
1198,138,40,Acne Treatment,35,2024-05-03
1199,56,34,Lip Care,5,2024-03-05
1199,56,44,Sensitive Skin Treatment,25,2024-03-05
1199,56,1,Cleansers,20,2024-03-05
1200,443,5,Cleansers,25,2024-10-04
1200,443,35,Lip Care,15,2024-10-04
1200,443,21,Moisturizers,35,2024-10-04
1201,331,18,Moisturizers,30,2024-07-21
1201,331,36,Lip Care,20,2024-07-21
1201,331,33,Eye Care,25,2024-07-21
1201,331,35,Lip Care,15,2024-07-21
1201,331,50,Pore Care,20,2024-07-21
1202,424,4,Cleansers,20,2024-08-30
1202,424,2,Cleansers,15,2024-08-30
1203,267,3,Cleansers,20,2024-06-05
1203,267,5,Cleansers,25,2024-06-05
1203,267,19,Moisturizers,25,2024-06-05
1203,267,32,Eye Care,40,2024-06-05
1203,267,21,Moisturizers,35,2024-06-05
1204,338,45,Sensitive Skin Treatment,25,2025-01-01
1204,338,32,Eye Care,40,2025-01-01
1204,338,36,Lip Care,20,2025-01-01
1204,338,18,Moisturizers,30,2025-01-01
1205,81,39,Acne Treatment,35,2024-06-28
1205,81,4,Cleansers,20,2024-06-28
1206,193,5,Cleansers,25,2025-01-17
1206,193,39,Acne Treatment,35,2025-01-17
1206,193,45,Sensitive Skin Treatment,25,2025-01-17
1206,193,18,Moisturizers,30,2025-01-17
1206,193,21,Moisturizers,35,2025-01-17
1207,451,4,Cleansers,20,2024-12-27
1207,451,31,Eye Care,55,2024-12-27
1207,451,44,Sensitive Skin Treatment,25,2024-12-27
1208,163,45,Sensitive Skin Treatment,25,2025-02-04
1208,163,44,Sensitive Skin Treatment,25,2025-02-04
1209,146,18,Moisturizers,30,2024-05-21
1209,146,49,Pore Care,35,2024-05-21
1210,477,22,Moisturizers,40,2024-06-25
1210,477,4,Cleansers,20,2024-06-25
1210,477,19,Moisturizers,25,2024-06-25
1210,477,44,Sensitive Skin Treatment,25,2024-06-25
1211,147,1,Cleansers,20,2024-05-14
1211,147,34,Lip Care,5,2024-05-14
1211,147,5,Cleansers,25,2024-05-14
1212,163,4,Cleansers,20,2024-09-08
1212,163,44,Sensitive Skin Treatment,25,2024-09-08
1212,163,34,Lip Care,5,2024-09-08
1213,399,1,Cleansers,20,2024-09-18
1213,399,49,Pore Care,35,2024-09-18
1213,399,5,Cleansers,25,2024-09-18
1213,399,36,Lip Care,20,2024-09-18
1214,468,1,Cleansers,20,2024-03-14
1214,468,31,Eye Care,55,2024-03-14
1214,468,18,Moisturizers,30,2024-03-14
1214,468,32,Eye Care,40,2024-03-14
1215,384,49,Pore Care,35,2024-12-14
1215,384,20,Moisturizers,30,2024-12-14
1215,384,4,Cleansers,20,2024-12-14
1216,13,47,Skin Repair & Healing,25,2024-09-14
1216,13,46,Skin Repair & Healing,20,2024-09-14
1216,13,21,Moisturizers,35,2024-09-14
1216,13,40,Acne Treatment,35,2024-09-14
1216,13,22,Moisturizers,40,2024-09-14
1217,272,36,Lip Care,20,2024-10-18
1217,272,44,Sensitive Skin Treatment,25,2024-10-18
1218,381,5,Cleansers,25,2024-11-15
1218,381,49,Pore Care,35,2024-11-15
1218,381,4,Cleansers,20,2024-11-15
1218,381,45,Sensitive Skin Treatment,25,2024-11-15
1218,381,50,Pore Care,20,2024-11-15
1219,283,2,Cleansers,15,2024-04-06
1219,283,4,Cleansers,20,2024-04-06
1219,283,45,Sensitive Skin Treatment,25,2024-04-06
1220,336,31,Eye Care,55,2024-02-13
1220,336,33,Eye Care,25,2024-02-13
1220,336,21,Moisturizers,35,2024-02-13
1220,336,5,Cleansers,25,2024-02-13
1220,336,20,Moisturizers,30,2024-02-13
1221,371,44,Sensitive Skin Treatment,25,2024-09-25
1221,371,22,Moisturizers,40,2024-09-25
1221,371,20,Moisturizers,30,2024-09-25
1221,371,49,Pore Care,35,2024-09-25
1222,499,33,Eye Care,25,2024-08-17
1222,499,2,Cleansers,15,2024-08-17
1222,499,22,Moisturizers,40,2024-08-17
1223,278,20,Moisturizers,30,2024-01-12
1223,278,18,Moisturizers,30,2024-01-12
1224,129,2,Cleansers,15,2024-08-31
1224,129,22,Moisturizers,40,2024-08-31
1224,129,44,Sensitive Skin Treatment,25,2024-08-31
1224,129,18,Moisturizers,30,2024-08-31
1225,68,40,Acne Treatment,35,2024-06-04
1225,68,46,Skin Repair & Healing,20,2024-06-04
1225,68,48,Skin Repair & Healing,20,2024-06-04
1225,68,18,Moisturizers,30,2024-06-04
1226,67,39,Acne Treatment,35,2024-02-07
1226,67,34,Lip Care,5,2024-02-07
1226,67,4,Cleansers,20,2024-02-07
1226,67,46,Skin Repair & Healing,20,2024-02-07
1227,226,20,Moisturizers,30,2024-03-10
1227,226,18,Moisturizers,30,2024-03-10
1227,226,4,Cleansers,20,2024-03-10
1227,226,34,Lip Care,5,2024-03-10
1228,325,45,Sensitive Skin Treatment,25,2024-10-03
1228,325,5,Cleansers,25,2024-10-03
1229,427,20,Moisturizers,30,2024-02-24
1229,427,21,Moisturizers,35,2024-02-24
1229,427,3,Cleansers,20,2024-02-24
1230,248,21,Moisturizers,35,2024-01-03
1230,248,2,Cleansers,15,2024-01-03
1230,248,33,Eye Care,25,2024-01-03
1231,272,45,Sensitive Skin Treatment,25,2024-07-31
1231,272,4,Cleansers,20,2024-07-31
1231,272,34,Lip Care,5,2024-07-31
1232,421,18,Moisturizers,30,2024-01-18
1232,421,19,Moisturizers,25,2024-01-18
1232,421,2,Cleansers,15,2024-01-18
1232,421,44,Sensitive Skin Treatment,25,2024-01-18
1232,421,35,Lip Care,15,2024-01-18
1233,29,3,Cleansers,20,2024-03-22
1233,29,20,Moisturizers,30,2024-03-22
1233,29,21,Moisturizers,35,2024-03-22
1233,29,36,Lip Care,20,2024-03-22
1234,474,44,Sensitive Skin Treatment,25,2024-09-02
1234,474,5,Cleansers,25,2024-09-02
1234,474,1,Cleansers,20,2024-09-02
1234,474,2,Cleansers,15,2024-09-02
1235,494,44,Sensitive Skin Treatment,25,2024-05-16
1235,494,18,Moisturizers,30,2024-05-16
1235,494,4,Cleansers,20,2024-05-16
1236,331,1,Cleansers,20,2024-07-19
1236,331,2,Cleansers,15,2024-07-19
1237,244,33,Eye Care,25,2024-03-09
1237,244,4,Cleansers,20,2024-03-09
1237,244,19,Moisturizers,25,2024-03-09
1237,244,1,Cleansers,20,2024-03-09
1238,496,20,Moisturizers,30,2025-02-27
1238,496,21,Moisturizers,35,2025-02-27
1238,496,45,Sensitive Skin Treatment,25,2025-02-27
1238,496,22,Moisturizers,40,2025-02-27
1238,496,31,Eye Care,55,2025-02-27
1239,153,19,Moisturizers,25,2024-10-20
1239,153,39,Acne Treatment,35,2024-10-20
1240,360,22,Moisturizers,40,2024-03-06
1240,360,18,Moisturizers,30,2024-03-06
1240,360,3,Cleansers,20,2024-03-06
1240,360,32,Eye Care,40,2024-03-06
1240,360,45,Sensitive Skin Treatment,25,2024-03-06
1241,417,1,Cleansers,20,2024-01-10
1241,417,21,Moisturizers,35,2024-01-10
1241,417,45,Sensitive Skin Treatment,25,2024-01-10
1241,417,18,Moisturizers,30,2024-01-10
1242,371,4,Cleansers,20,2024-05-23
1242,371,50,Pore Care,20,2024-05-23
1242,371,49,Pore Care,35,2024-05-23
1243,432,32,Eye Care,40,2024-07-04
1243,432,31,Eye Care,55,2024-07-04
1243,432,45,Sensitive Skin Treatment,25,2024-07-04
1243,432,21,Moisturizers,35,2024-07-04
1243,432,44,Sensitive Skin Treatment,25,2024-07-04
1244,48,19,Moisturizers,25,2024-04-07
1244,48,46,Skin Repair & Healing,20,2024-04-07
1245,6,40,Acne Treatment,35,2024-03-31
1245,6,47,Skin Repair & Healing,25,2024-03-31
1245,6,18,Moisturizers,30,2024-03-31
1246,328,21,Moisturizers,35,2024-01-14
1246,328,22,Moisturizers,40,2024-01-14
1246,328,4,Cleansers,20,2024-01-14
1247,64,19,Moisturizers,25,2025-02-23
1247,64,34,Lip Care,5,2025-02-23
1247,64,1,Cleansers,20,2025-02-23
1247,64,40,Acne Treatment,35,2025-02-23
1247,64,21,Moisturizers,35,2025-02-23
1248,382,20,Moisturizers,30,2024-05-11
1248,382,34,Lip Care,5,2024-05-11
1248,382,19,Moisturizers,25,2024-05-11
1248,382,18,Moisturizers,30,2024-05-11
1248,382,2,Cleansers,15,2024-05-11
1249,87,45,Sensitive Skin Treatment,25,2024-02-07
1249,87,35,Lip Care,15,2024-02-07
